Code No,Item,Unit,Quantity,Min,Max,Date
7022,Gladiolus Colored,Bunch,693,40.0,60.0,2025-02-22
7027,Tats,Bunch,116,12.0,18.0,2025-02-22
7028,Gypsy,Bunch,462,160.0,240.0,2025-02-22
7031,Gerbera,Bunch,5912,40.0,60.0,2025-02-22
7032,Carnation,Bunch,431,200.0,300.0,2025-02-22
7033,Dutch Rose,Bunch,4767,200.0,300.0,2025-02-22
7035,Portia Tree,Per Piece,3518,8.0,12.0,2025-02-22
7036,Hibiscus,Per Hundred,263,8.0,12.0,2025-02-22
7038,Lilium,Bunch,189,400.0,600.0,2025-02-22
7039,Orchid,Bunch,179,300.0,450.0,2025-02-22
7040,Anthurium,Bunch,84,60.0,90.0,2025-02-22
7041,Grass,Bunch,1974,20.0,30.0,2025-02-22
7042,Leaf,Bunch,3528,20.0,30.0,2025-02-22
1001,Onion,Quintal,17732,1500.0,3000.0,2025-02-21
1002,Potato,Quintal,5521,1200.0,1800.0,2025-02-21
1003,Garlic,Quintal,1599,4000.0,14000.0,2025-02-21
1004,Ginger,Quintal,1181,1000.0,2500.0,2025-02-21
2001,Ladyfinger,Quintal,245,1600.0,6000.0,2025-02-21
2002,Cluster Beans,Quintal,88,5000.0,8000.0,2025-02-21
2003,Tomato,Quintal,1825,600.0,1200.0,2025-02-21
2004,Peas,Quintal,1872,2000.0,3000.0,2025-02-21
2005,Ridge Gourd,Quintal,282,2000.0,5000.0,2025-02-21
2006,Tinda,Quintal,87,2000.0,5000.0,2025-02-21
2007,Green Chilli,Quintal,912,2500.0,4000.0,2025-02-21
2008,Bottle Gourd,Quintal,254,1000.0,2000.0,2025-02-21
2010,Cucumber,Quintal,621,1000.0,2000.0,2025-02-21
2011,Bitter Gourd,Quintal,109,2000.0,3500.0,2025-02-21
2012,Yam,Quintal,112,700.0,1500.0,2025-02-21
2013,Carrot,Quintal,1637,1000.0,2000.0,2025-02-21
2014,Snake Gourd,Quintal,34,2000.0,4000.0,2025-02-21
2015,Pointed Gourd,Quintal,17,2000.0,2500.0,2025-02-21
2016,Cauliflower,Quintal,766,400.0,1200.0,2025-02-21
2017,Cabbage,Quintal,671,300.0,700.0,2025-02-21
2018,Brinjal,Quintal,362,1000.0,3500.0,2025-02-21
2019,Pumpkin,Quintal,386,1000.0,3000.0,2025-02-21
2020,Elephant Foot Yam,Quintal,8,2000.0,7000.0,2025-02-21
2021,Ivy Gourd,Quintal,38,2000.0,4000.0,2025-02-21
2022,Beetroot,Quintal,205,600.0,1200.0,2025-02-21
2023,Ash Gourd,Quintal,63,1000.0,2000.0,2025-02-21
2024,Parwal,Quintal,30,3000.0,4000.0,2025-02-21
2026,Hyacinth Beans,Quintal,79,2000.0,3000.0,2025-02-21
2027,Drumstick,Quintal,174,2000.0,4500.0,2025-02-21
2028,Raw Mango,Quintal,110,3000.0,6000.0,2025-02-21
2029,Chow Chow,Quintal,8,2000.0,3000.0,2025-02-21
2031,Double Beans,Quintal,6,2000.0,4000.0,2025-02-21
2032,Amaranth Leaves,Quintal,26,2000.0,3000.0,2025-02-21
2033,Taro,Quintal,133,2000.0,4000.0,2025-02-21
2036,Zucchini,Quintal,14,1000.0,3000.0,2025-02-21
2037,Curry Leaves,Quintal,43,2000.0,4000.0,2025-02-21
2040,Colocasia,Quintal,7,1600.0,6000.0,2025-02-21
3023,Red and Yellow Pumpkin,Quintal,16,5000.0,6000.0,2025-02-21
3024,Basil,Quintal,1,2500.0,3000.0,2025-02-21
3025,Broccoli,Quintal,45,3500.0,4000.0,2025-02-21
3026,Bok Choy,Quintal,1,2000.0,3000.0,2025-02-21
3029,Red Cabbage,Quintal,6,2000.0,2500.0,2025-02-21
3030,Avocado,Quintal,2,7000.0,7500.0,2025-02-21
3031,Baby Corn,Quintal,2,4000.0,5000.0,2025-02-21
3032,Zucchini,Quintal,9,2000.0,2500.0,2025-02-21
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-02-21
3034,Lettuce,Quintal,1,200.0,2000.0,2025-02-21
3035,Celery,Quintal,5,1500.0,2500.0,2025-02-21
3036,Mushroom,Quintal,4,12000.0,15000.0,2025-02-21
3037,Lotus Root,Quintal,3,1500.0,2000.0,2025-02-21
3038,Radish,Quintal,2,1500.0,2500.0,2025-02-21
3041,Chinese Cucumber,Quintal,27,1500.0,2000.0,2025-02-21
3042,Chinese Garlic,Quintal,3,7000.0,8000.0,2025-02-21
3001,Coriander,Per Hundred,108870,300.0,800.0,2025-02-21
3002,Fenugreek,Per Hundred,68375,300.0,800.0,2025-02-21
3003,Dill,Per Hundred,3775,500.0,800.0,2025-02-21
3004,Spring Onion,Per Hundred,11720,500.0,1000.0,2025-02-21
3005,Spinach,Per Hundred,17620,400.0,700.0,2025-02-21
3006,Radish,Per Hundred,2125,400.0,1500.0,2025-02-21
3007,Amaranth Leaves,Per Hundred,825,600.0,700.0,2025-02-21
3008,Mustard,Per Hundred,1530,500.0,800.0,2025-02-21
3009,Amaranth,Per Hundred,1200,400.0,800.0,2025-02-21
3010,Green Garlic,Per Hundred,1875,800.0,1000.0,2025-02-21
3011,Mint,Per Hundred,15850,200.0,500.0,2025-02-21
3014,Chia Seeds,Per Hundred,250,500.0,800.0,2025-02-21
3016,Chia,Per Hundred,2300,500.0,800.0,2025-02-21
3022,Iceberg Lettuce,Quintal,5,2500.0,3000.0,2025-02-21
4001,Lemon,Quintal,345,500.0,4500.0,2025-02-21
4002,Guava,Quintal,489,1000.0,5000.0,2025-02-21
4005,Jackfruit,Quintal,9,1000.0,2400.0,2025-02-21
4007,Pear,Quintal,9,7500.0,15500.0,2025-02-21
4023,Plum,Quintal,1,4000.0,10000.0,2025-02-21
4027,Pomegranate,Quintal,21,2500.0,4500.0,2025-02-21
4034,Jamun,Quintal,499,2000.0,6000.0,2025-02-21
4038,Pineapple,Quintal,190,600.0,4000.0,2025-02-21
4044,Fig,Quintal,21,3000.0,10000.0,2025-02-21
4049,Strawberry,Quintal,20,10000.0,25000.0,2025-02-21
4051,Jujube,Quintal,61,1000.0,2000.0,2025-02-21
4054,Sapodilla,Quintal,247,1000.0,4000.0,2025-02-21
4059,Pomegranate - No.1,Quintal,144,2000.0,15000.0,2025-02-21
4063,Apple - Shimla,Quintal,492,3000.0,12000.0,2025-02-21
4074,Karonda,Quintal,1946,1000.0,1500.0,2025-02-21
4081,Amla,Quintal,79,2500.0,4000.0,2025-02-21
4086,Banana,Quintal,34,800.0,1800.0,2025-02-21
4088,Sweet Lime,Quintal,276,2500.0,8000.0,2025-02-21
4102,Papaya,Quintal,196,500.0,3000.0,2025-02-21
4142,Grapes - Tasgaon,Quintal,776,1500.0,10000.0,2025-02-21
5003,Rice - Basmati,Quintal,35,7400.0,11000.0,2025-02-21
5004,Rice - Basmati Dubar,Quintal,756,5800.0,6800.0,2025-02-21
5005,Rice - Mogara,Quintal,566,4200.0,5200.0,2025-02-21
5006,Rice Flakes,Quintal,630,3500.0,4500.0,2025-02-21
5007,Rice - Ambemohar,Quintal,44,6000.0,8000.0,2025-02-21
5008,Rice - Kolam,Quintal,658,4200.0,6300.0,2025-02-21
5010,Rice - Dass,Quintal,673,3500.0,3800.0,2025-02-21
5011,Rice - Ukada,Quintal,413,3400.0,4000.0,2025-02-21
5012,Rice - Masuri,Quintal,421,3300.0,3600.0,2025-02-21
5013,Rice - Indrayani,Quintal,106,4300.0,5600.0,2025-02-21
5015,Wheat - Lokwan,Quintal,2559,3400.0,4200.0,2025-02-21
5017,Wheat - Gujarat Vinat,Quintal,643,4000.0,4600.0,2025-02-21
5018,Wheat - Gujarat Tukdi,Quintal,435,4000.0,4500.0,2025-02-21
5019,Wheat - Sinhor,Quintal,414,4800.0,5600.0,2025-02-21
5021,Sorghum - Maldandi No.1,Quintal,713,4500.0,5500.0,2025-02-21
5022,Sorghum - Maldandi No.2,Quintal,393,4300.0,4600.0,2025-02-21
5024,Sorghum - Vasant No.9,Quintal,544,4200.0,4400.0,2025-02-21
5025,Sorghum - Duri,Quintal,404,4000.0,4200.0,2025-02-21
5026,Pearl Millet - Gowran,Quintal,574,3200.0,3400.0,2025-02-21
5027,Pearl Millet - Hybrid,Quintal,403,3300.0,3500.0,2025-02-21
5028,Pearl Millet - Mahico No.910,Quintal,409,3400.0,3600.0,2025-02-21
5030,Peas - Green,Quintal,42,10900.0,13100.0,2025-02-21
5031,Peas - White,Quintal,34,4000.0,4500.0,2025-02-21
5033,Lentil,Quintal,36,6900.0,7300.0,2025-02-21
5035,Coriander - Indore,Quintal,2,10000.0,12000.0,2025-02-21
5036,Coriander - Gowran,Quintal,3,9000.0,10000.0,2025-02-21
5037,Chickpeas - Chafa,Quintal,36,7400.0,8400.0,2025-02-21
5038,Chickpeas - Hybrid,Quintal,32,7000.0,8200.0,2025-02-21
5041,Black Gram,Quintal,5,9000.0,10400.0,2025-02-21
5043,Maize - Red,Quintal,2,2400.0,2500.0,2025-02-21
5045,Tamarind - Old,Quintal,4,5500.0,7000.0,2025-02-21
5046,Tamarind - New,Quintal,2,8500.0,10000.0,2025-02-21
5047,Peanut - Gunguru,Quintal,773,9700.0,10000.0,2025-02-21
5048,Peanut - Jara,Quintal,303,9800.0,10200.0,2025-02-21
5049,Peanut - Spanish,Quintal,417,10200.0,11400.0,2025-02-21
5050,Turmeric - Rajapuri,Quintal,3,15000.0,19000.0,2025-02-21
5054,Green Gram,Quintal,37,9000.0,9800.0,2025-02-21
5057,Horse Gram,Quintal,4,5600.0,6600.0,2025-02-21
5058,Cowpea,Quintal,5,9400.0,12200.0,2025-02-21
5061,Finger Millet,Quintal,3,4400.0,5300.0,2025-02-21
5063,Jaggery - Type 1,Quintal,301,3601.0,3901.0,2025-02-21
5064,Jaggery - Type 2,Quintal,175,3475.0,3591.0,2025-02-21
5065,Red Jaggery,Quintal,213,3351.0,3451.0,2025-02-21
5067,Box Jaggery,Quintal,265,3800.0,4200.0,2025-02-21
5068,Red Chilli - Byadgi,Quintal,5,15000.0,17000.0,2025-02-21
5069,Red Chilli - Guntur,Quintal,4,13000.0,16000.0,2025-02-21
6009,Dates,10 Kg,1530,400.0,1300.0,2025-02-21
6011,Grated Coconut,25 Kg,1709,2830.0,2990.0,2025-02-21
6018,Amaranth,50 Kg,1320,6200.0,7400.0,2025-02-21
7001,Jasmine,1 Kg,29,300.0,450.0,2025-02-21
7002,Marigold,1 Kg,319,200.0,300.0,2025-02-21
7003,Jasmine,1 Kg,14,300.0,450.0,2025-02-21
7005,Tube Rose,1 Kg,4856,80.0,120.0,2025-02-21
7006,Marigold,1 Kg,35978,28.0,42.0,2025-02-21
7007,Holy Basil,1 Kg,2462,28.0,42.0,2025-02-21
7009,Lightning,1 Kg,6407,20.0,30.0,2025-02-21
7011,White Chrysanthemum,1 Kg,4400,80.0,120.0,2025-02-21
7012,Yellow Chrysanthemum,1 Kg,1881,12.0,18.0,2025-02-21
7013,Aster,Per Hundred,4742,12.0,18.0,2025-02-21
7015,Lily,Bundle,1197,12.0,18.0,2025-02-21
7016,Rose,Bunch,5905,20.0,30.0,2025-02-21
7018,Tube Rose Stick,Bunch,752,20.0,30.0,2025-02-21
7020,Golden D.J.,Bunch,752,20.0,30.0,2025-02-21
7021,Gladiolus Plain,Bunch,205,28.0,42.0,2025-02-21
7022,Gladiolus Colored,Bunch,752,40.0,60.0,2025-02-21
7027,Tats,Bunch,125,20.0,30.0,2025-02-21
7028,Gypsy,Bunch,502,200.0,300.0,2025-02-21
7031,Gerbera,Bunch,6418,40.0,60.0,2025-02-21
7032,Carnation,Bunch,467,200.0,300.0,2025-02-21
7033,Dutch Rose,Bunch,5176,200.0,300.0,2025-02-21
7035,Portia Tree,Per Piece,3819,8.0,12.0,2025-02-21
7036,Hibiscus,Per Hundred,285,8.0,12.0,2025-02-21
7038,Lilium,Bunch,205,400.0,600.0,2025-02-21
7039,Orchid,Bunch,194,300.0,450.0,2025-02-21
7040,Anthurium,Bunch,91,80.0,120.0,2025-02-21
7041,Grass,Bunch,2143,20.0,30.0,2025-02-21
7042,Leaf,Bunch,3830,20.0,30.0,2025-02-21
1001,Onion,Quintal,13412,1600.0,3200.0,2025-02-20
1002,Potato,Quintal,5029,1200.0,1800.0,2025-02-20
1003,Garlic,Quintal,1247,5000.0,14000.0,2025-02-20
1004,Ginger,Quintal,453,1000.0,2500.0,2025-02-20
2001,Ladyfinger,Quintal,284,1600.0,6000.0,2025-02-20
2002,Cluster Beans,Quintal,73,4000.0,8000.0,2025-02-20
2003,Tomato,Quintal,1593,700.0,1200.0,2025-02-20
2004,Peas,Quintal,1395,2000.0,3000.0,2025-02-20
2005,Ridge Gourd,Quintal,186,1500.0,6000.0,2025-02-20
2006,Tinda,Quintal,34,2000.0,5000.0,2025-02-20
2007,Green Chilli,Quintal,686,2500.0,4000.0,2025-02-20
2008,Bottle Gourd,Quintal,83,1000.0,2000.0,2025-02-20
2010,Cucumber,Quintal,513,1000.0,1800.0,2025-02-20
2011,Bitter Gourd,Quintal,127,2000.0,3000.0,2025-02-20
2012,Yam,Quintal,203,700.0,1500.0,2025-02-20
2013,Carrot,Quintal,1163,1000.0,2000.0,2025-02-20
2014,Snake Gourd,Quintal,21,2000.0,4000.0,2025-02-20
2015,Pointed Gourd,Quintal,16,2000.0,2500.0,2025-02-20
2016,Cauliflower,Quintal,682,600.0,1000.0,2025-02-20
2017,Cabbage,Quintal,825,400.0,1000.0,2025-02-20
2018,Brinjal,Quintal,215,1000.0,3000.0,2025-02-20
2019,Pumpkin,Quintal,332,1000.0,3000.0,2025-02-20
2020,Elephant Foot Yam,Quintal,5,1000.0,3000.0,2025-02-20
2021,Ivy Gourd,Quintal,27,1500.0,3500.0,2025-02-20
2022,Beetroot,Quintal,167,700.0,1600.0,2025-02-20
2023,Ash Gourd,Quintal,120,1000.0,2000.0,2025-02-20
2024,Parwal,Quintal,20,3000.0,4000.0,2025-02-20
2026,Hyacinth Beans,Quintal,65,2000.0,3000.0,2025-02-20
2027,Drumstick,Quintal,136,2000.0,4500.0,2025-02-20
2028,Raw Mango,Quintal,60,3000.0,6000.0,2025-02-20
2029,Chow Chow,Quintal,6,2000.0,4000.0,2025-02-20
2031,Double Beans,Quintal,4,2000.0,4000.0,2025-02-20
2032,Amaranth Leaves,Quintal,26,2000.0,3000.0,2025-02-20
2033,Taro,Quintal,54,2000.0,4000.0,2025-02-20
2036,Zucchini,Quintal,10,2000.0,3000.0,2025-02-20
2037,Curry Leaves,Quintal,39,2000.0,5000.0,2025-02-20
3023,Red and Yellow Pumpkin,Quintal,16,5000.0,6000.0,2025-02-20
3024,Basil,Quintal,1,3000.0,4000.0,2025-02-20
3025,Broccoli,Quintal,44,3500.0,4000.0,2025-02-20
3026,Bok Choy,Quintal,1,2000.0,2500.0,2025-02-20
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-02-20
3031,Baby Corn,Quintal,1,4000.0,5000.0,2025-02-20
3032,Zucchini,Quintal,8,2500.0,3000.0,2025-02-20
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-02-20
3034,Lettuce,Quintal,1,200.0,2000.0,2025-02-20
3035,Celery,Quintal,4,2500.0,3000.0,2025-02-20
3036,Mushroom,Quintal,3,10000.0,12000.0,2025-02-20
3037,Lotus Root,Quintal,1,2000.0,2500.0,2025-02-20
3038,Radish,Quintal,4,2500.0,3000.0,2025-02-20
3041,Chinese Cucumber,Quintal,10,1500.0,2000.0,2025-02-20
3042,Chinese Garlic,Quintal,2,5000.0,8000.0,2025-02-20
3001,Coriander,Per Hundred,115600,400.0,1000.0,2025-02-20
3002,Fenugreek,Per Hundred,90000,400.0,1000.0,2025-02-20
3003,Dill,Per Hundred,15525,500.0,600.0,2025-02-20
3004,Spring Onion,Per Hundred,12700,400.0,1000.0,2025-02-20
3005,Spinach,Per Hundred,17500,500.0,600.0,2025-02-20
3006,Radish,Per Hundred,4876,500.0,1500.0,2025-02-20
3007,Amaranth Leaves,Per Hundred,2000,500.0,800.0,2025-02-20
3008,Mustard,Per Hundred,1470,500.0,600.0,2025-02-20
3009,Amaranth,Per Hundred,1110,400.0,700.0,2025-02-20
3010,Green Garlic,Per Hundred,3700,800.0,1000.0,2025-02-20
3011,Mint,Per Hundred,17150,200.0,500.0,2025-02-20
3012,Coconut,Per Hundred,23350,1000.0,3000.0,2025-02-20
3014,Chia Seeds,Per Hundred,700,500.0,800.0,2025-02-20
3016,Chia,Per Hundred,2746,400.0,800.0,2025-02-20
3022,Iceberg Lettuce,Quintal,9,2500.0,3000.0,2025-02-20
4001,Lemon,Quintal,363,600.0,3500.0,2025-02-20
4002,Guava,Quintal,233,2000.0,4000.0,2025-02-20
4005,Jackfruit,Quintal,5,1000.0,3000.0,2025-02-20
4007,Pear,Quintal,62,5000.0,11000.0,2025-02-20
4012,Guava,Quintal,233,2000.0,4000.0,2025-02-20
4023,Plum,Quintal,2,5000.0,15000.0,2025-02-20
4027,Pomegranate,Quintal,4,1500.0,4500.0,2025-02-20
4034,Jamun,Quintal,433,3500.0,7500.0,2025-02-20
4038,Pineapple,Quintal,450,2600.0,5300.0,2025-02-20
4044,Fig,Quintal,5,5000.0,10000.0,2025-02-20
4049,Strawberry,Quintal,32,15000.0,25000.0,2025-02-20
4051,Jujube,Quintal,14,2000.0,4000.0,2025-02-20
4053,Cherry,Quintal,2,10000.0,50000.0,2025-02-20
4054,Sapodilla,Quintal,88,2000.0,5000.0,2025-02-20
4059,Pomegranate - No.1,Quintal,134,2000.0,15000.0,2025-02-20
4063,Apple - Shimla,Quintal,291,3000.0,12500.0,2025-02-20
4074,Karonda,Quintal,1344,1000.0,2000.0,2025-02-20
4081,Amla,Quintal,34,2500.0,3000.0,2025-02-20
4086,Banana,Quintal,10,800.0,2000.0,2025-02-20
4088,Sweet Lime,Quintal,284,2500.0,6000.0,2025-02-20
4102,Papaya,Quintal,154,1000.0,2000.0,2025-02-20
4142,Grapes - Tasgaon,Quintal,738,2500.0,11000.0,2025-02-20
5003,Rice - Basmati,Quintal,36,7200.0,11200.0,2025-02-20
5004,Rice - Basmati Dubar,Quintal,764,5600.0,6800.0,2025-02-20
5005,Rice - Mogara,Quintal,558,4000.0,5300.0,2025-02-20
5006,Rice Flakes,Quintal,633,3400.0,4300.0,2025-02-20
5007,Rice - Ambemohar,Quintal,38,6000.0,7800.0,2025-02-20
5008,Rice - Kolam,Quintal,664,4400.0,6500.0,2025-02-20
5010,Rice - Dass,Quintal,667,3500.0,4000.0,2025-02-20
5011,Rice - Ukada,Quintal,411,3400.0,3800.0,2025-02-20
5012,Rice - Masuri,Quintal,419,3200.0,3400.0,2025-02-20
5013,Rice - Indrayani,Quintal,105,4500.0,5800.0,2025-02-20
5015,Wheat - Lokwan,Quintal,2561,3200.0,4000.0,2025-02-20
5017,Wheat - Gujarat Vinat,Quintal,640,4200.0,4500.0,2025-02-20
5018,Wheat - Gujarat Tukdi,Quintal,436,4000.0,4300.0,2025-02-20
5019,Wheat - Sinhor,Quintal,409,4600.0,5400.0,2025-02-20
5021,Sorghum - Maldandi No.1,Quintal,709,4400.0,5400.0,2025-02-20
5022,Sorghum - Maldandi No.2,Quintal,391,4200.0,4400.0,2025-02-20
5024,Sorghum - Vasant No.9,Quintal,547,4150.0,4250.0,2025-02-20
5025,Sorghum - Duri,Quintal,405,4000.0,4200.0,2025-02-20
5026,Pearl Millet - Gowran,Quintal,577,3200.0,3300.0,2025-02-20
5027,Pearl Millet - Hybrid,Quintal,397,3300.0,3500.0,2025-02-20
5028,Pearl Millet - Mahico No.910,Quintal,417,3500.0,3700.0,2025-02-20
5030,Peas - Green,Quintal,45,10500.0,13000.0,2025-02-20
5031,Peas - White,Quintal,36,4200.0,4600.0,2025-02-20
5033,Lentil,Quintal,34,7000.0,7200.0,2025-02-20
5035,Coriander - Indore,Quintal,3,11000.0,12000.0,2025-02-20
5036,Coriander - Gowran,Quintal,3,9000.0,11000.0,2025-02-20
5037,Chickpeas - Chafa,Quintal,37,7200.0,8500.0,2025-02-20
5038,Chickpeas - Hybrid,Quintal,31,7000.0,8400.0,2025-02-20
5041,Black Gram,Quintal,3,9200.0,10200.0,2025-02-20
5043,Maize - Red,Quintal,2,2300.0,2500.0,2025-02-20
5045,Tamarind - Old,Quintal,3,5500.0,6500.0,2025-02-20
5046,Tamarind - New,Quintal,2,8500.0,9500.0,2025-02-20
5047,Peanut - Gunguru,Quintal,769,9600.0,9800.0,2025-02-20
5048,Peanut - Jara,Quintal,304,9700.0,10200.0,2025-02-20
5049,Peanut - Spanish,Quintal,413,10300.0,11300.0,2025-02-20
5050,Turmeric - Rajapuri,Quintal,2,15000.0,18000.0,2025-02-20
5054,Green Gram,Quintal,35,9100.0,9700.0,2025-02-20
5057,Horse Gram,Quintal,5,5800.0,6800.0,2025-02-20
5058,Cowpea,Quintal,4,9500.0,12000.0,2025-02-20
5061,Finger Millet,Quintal,2,4500.0,5500.0,2025-02-20
5063,Jaggery - Type 1,Quintal,299,3651.0,3875.0,2025-02-20
5064,Jaggery - Type 2,Quintal,173,3551.0,3625.0,2025-02-20
5065,Red Jaggery,Quintal,210,3415.0,3525.0,2025-02-20
5067,Box Jaggery,Quintal,272,3700.0,4100.0,2025-02-20
5068,Red Chilli - Byadgi,Quintal,4,14000.0,16000.0,2025-02-20
5069,Red Chilli - Guntur,Quintal,3,13000.0,15000.0,2025-02-20
6009,Dates,10 Kg,1534,400.0,1400.0,2025-02-20
6011,Grated Coconut,25 Kg,1712,2850.0,2950.0,2025-02-20
6018,Amaranth,50 Kg,1318,6300.0,7500.0,2025-02-20
7001,Jasmine,1 Kg,27,200.0,300.0,2025-02-20
7002,Marigold,1 Kg,297,200.0,300.0,2025-02-20
7003,Jasmine,1 Kg,13,300.0,450.0,2025-02-20
7005,Tube Rose,1 Kg,4516,100.0,150.0,2025-02-20
7006,Marigold,1 Kg,33454,40.0,60.0,2025-02-20
7007,Holy Basil,1 Kg,2290,40.0,60.0,2025-02-20
7009,Lightning,1 Kg,5957,40.0,60.0,2025-02-20
7011,White Chrysanthemum,1 Kg,4092,60.0,90.0,2025-02-20
7012,Yellow Chrysanthemum,1 Kg,1749,60.0,90.0,2025-02-20
7013,Aster,Per Hundred,4410,12.0,18.0,2025-02-20
7015,Lily,Bundle,1113,12.0,18.0,2025-02-20
7016,Rose,Bunch,5491,20.0,30.0,2025-02-20
7018,Tube Rose Stick,Bunch,700,20.0,30.0,2025-02-20
7020,Golden D.J.,Bunch,1325,40.0,60.0,2025-02-20
7021,Gladiolus Plain,Bunch,191,20.0,30.0,2025-02-20
7022,Gladiolus Colored,Bunch,700,40.0,60.0,2025-02-20
7027,Tats,Bunch,117,20.0,30.0,2025-02-20
7028,Gypsy,Bunch,466,200.0,300.0,2025-02-20
7031,Gerbera,Bunch,5968,40.0,60.0,2025-02-20
7032,Carnation,Bunch,435,200.0,300.0,2025-02-20
7033,Dutch Rose,Bunch,4812,200.0,300.0,2025-02-20
7035,Portia Tree,Per Piece,3551,12.0,18.0,2025-02-20
7036,Hibiscus,Per Hundred,265,12.0,18.0,2025-02-20
7038,Lilium,Bunch,191,400.0,600.0,2025-02-20
7039,Orchid,Bunch,180,300.0,450.0,2025-02-20
7040,Anthurium,Bunch,85,60.0,90.0,2025-02-20
7041,Grass,Bunch,1993,20.0,30.0,2025-02-20
7042,Leaf,Bunch,3562,20.0,30.0,2025-02-20
1001,Onion,Quintal,21030,1500.0,3500.0,2025-02-19
1002,Potato,Quintal,8194,1200.0,1900.0,2025-02-19
1003,Garlic,Quintal,1484,5000.0,14000.0,2025-02-19
1004,Ginger,Quintal,590,1000.0,2300.0,2025-02-19
2001,Ladyfinger,Quintal,401,2000.0,5000.0,2025-02-19
2002,Cluster Beans,Quintal,91,4000.0,7000.0,2025-02-19
2003,Tomato,Quintal,2753,500.0,1200.0,2025-02-19
2004,Peas,Quintal,1953,2000.0,3000.0,2025-02-19
2005,Ridge Gourd,Quintal,334,2000.0,4000.0,2025-02-19
2006,Tinda,Quintal,154,2000.0,5000.0,2025-02-19
2007,Green Chilli,Quintal,1160,2500.0,4000.0,2025-02-19
2008,Bottle Gourd,Quintal,328,1000.0,2000.0,2025-02-19
2010,Cucumber,Quintal,1082,1000.0,1600.0,2025-02-19
2011,Bitter Gourd,Quintal,178,2000.0,3000.0,2025-02-19
2012,Yam,Quintal,435,800.0,1200.0,2025-02-19
2013,Carrot,Quintal,1952,1000.0,2000.0,2025-02-19
2014,Snake Gourd,Quintal,55,2000.0,4000.0,2025-02-19
2015,Pointed Gourd,Quintal,35,2000.0,3000.0,2025-02-19
2016,Cauliflower,Quintal,914,600.0,1200.0,2025-02-19
2017,Cabbage,Quintal,881,400.0,1000.0,2025-02-19
2018,Brinjal,Quintal,664,1000.0,3000.0,2025-02-19
2019,Pumpkin,Quintal,513,2000.0,4000.0,2025-02-19
2020,Elephant Foot Yam,Quintal,12,1500.0,4000.0,2025-02-19
2021,Ivy Gourd,Quintal,80,2000.0,4000.0,2025-02-19
2022,Beetroot,Quintal,259,700.0,1500.0,2025-02-19
2023,Ash Gourd,Quintal,113,1000.0,2000.0,2025-02-19
2024,Parwal,Quintal,77,3000.0,4000.0,2025-02-19
2026,Hyacinth Beans,Quintal,135,2000.0,4000.0,2025-02-19
2027,Drumstick,Quintal,258,3000.0,5000.0,2025-02-19
2028,Raw Mango,Quintal,110,3000.0,6000.0,2025-02-19
2029,Chow Chow,Quintal,11,2000.0,3500.0,2025-02-19
2031,Double Beans,Quintal,7,2500.0,4000.0,2025-02-19
2032,Amaranth Leaves,Quintal,86,2000.0,3000.0,2025-02-19
2033,Taro,Quintal,201,2000.0,4000.0,2025-02-19
2036,Zucchini,Quintal,33,1000.0,3000.0,2025-02-19
2037,Curry Leaves,Quintal,42,3000.0,5000.0,2025-02-19
2039,Tindora,Quintal,38,1000.0,3000.0,2025-02-19
2040,Colocasia,Quintal,10,1600.0,2500.0,2025-02-19
3023,Red and Yellow Pumpkin,Quintal,35,3500.0,5000.0,2025-02-19
3024,Basil,Quintal,2,3000.0,4000.0,2025-02-19
3025,Broccoli,Quintal,67,3500.0,4000.0,2025-02-19
3026,Bok Choy,Quintal,1,2000.0,2500.0,2025-02-19
3028,Chinese Cabbage,Quintal,2,2500.0,3000.0,2025-02-19
3029,Red Cabbage,Quintal,5,2500.0,3000.0,2025-02-19
3030,Avocado,Quintal,5,6000.0,7000.0,2025-02-19
3031,Baby Corn,Quintal,5,4000.0,5000.0,2025-02-19
3032,Zucchini,Quintal,8,2000.0,2500.0,2025-02-19
3033,Cherry Tomato,Quintal,2,2500.0,3000.0,2025-02-19
3034,Lettuce,Quintal,2,200.0,2000.0,2025-02-19
3035,Celery,Quintal,3,2000.0,2500.0,2025-02-19
3036,Mushroom,Quintal,5,10000.0,12000.0,2025-02-19
3037,Lotus Root,Quintal,4,1500.0,2000.0,2025-02-19
3038,Radish,Quintal,7,2000.0,3000.0,2025-02-19
3039,Romaine Lettuce,Quintal,1,2000.0,2500.0,2025-02-19
3040,Leeks,Quintal,1,2000.0,2500.0,2025-02-19
3041,Chinese Cucumber,Quintal,1,2000.0,2500.0,2025-02-19
3042,Chinese Garlic,Quintal,3,7000.0,8000.0,2025-02-19
3001,Coriander,Per Hundred,133425,400.0,1200.0,2025-02-19
3002,Fenugreek,Per Hundred,69760,500.0,800.0,2025-02-19
3003,Dill,Per Hundred,16600,500.0,800.0,2025-02-19
3004,Spring Onion,Per Hundred,15050,400.0,1000.0,2025-02-19
3005,Spinach,Per Hundred,21900,400.0,600.0,2025-02-19
3006,Radish,Per Hundred,6265,500.0,1500.0,2025-02-19
3007,Amaranth Leaves,Per Hundred,1500,500.0,600.0,2025-02-19
3008,Mustard,Per Hundred,1560,500.0,800.0,2025-02-19
